species,actual_growth,NCI,dbh08
american_elm,0.0954929658551372,1831.86270511897,3.75605665696873
american_elm,0.233427249868113,678.925504575872,4.13802852038928
american_elm,0.143239448782706,974.956292689671,4.13802852038928
american_elm,0.270563403256222,988.308065473159,3.72422566835035
american_elm,0.488075158815146,1178.07214338579,5.15662015617741
american_elm,0.286478897565412,656.591163240562,6.81183156433312
american_elm,0.641924937137311,656.216343381791,8.94450780176452
american_elm,0.169765272631355,1010.32978983186,3.66056369111359
american_elm,0.33422538049298,1627.13486052656,8.11690209768666
american_elm,0.180375602170815,1810.36256909974,4.64732433828334
american_elm,0.068967142006488,1212.9038958923,3.24676083907466
american_elm,0.201596261249734,1849.53018134846,7.4484513367007
american_elm,0.111408460164327,1256.96618066267,3.31042281631142
american_elm,0.419108016808658,1024.52244294422,9.96309943755265
american_elm,0.32361505095352,10018.7728099906,6.30253574643906
american_elm,0.0742723067762177,1089.25942485369,4.55183137242821
american_elm,0.35014087480217,753.117515441404,7.0028174960434
american_elm,0.0530516476972984,769.555504390024,3.72422566835035
american_elm,0.488075158815146,824.492446047259,8.75352187005424
american_elm,0.0636619772367581,962.446282978549,3.43774677078494
american_elm,0.0848826363156775,2545.03473956839,9.70845152860562
american_elm,0.175070437401085,38180.347357789,6.81183156433312
american_elm,0.180375602170815,884.750284313647,6.49352167814933
american_elm,0.0583568124670283,889.539030590613,6.49352167814933
american_elm,0.254647908947033,822.994304510494,6.01605684887364
american_elm,0.190985931710274,952.117202725606,8.91267681314614
american_elm,0.164460107861625,705.920092556221,9.48563460827696
american_elm,0.281173732795682,611.700461868888,6.14338080334716
american_elm,0.00530516476972975,540.667693958704,4.16985950900766
american_elm,-0.0477464829275687,645.269943554543,4.93380323584876
american_elm,0.0795774715459476,637.622230219921,7.79859221150287
american_elm,0.0530516476972986,1777.58226898489,4.52000038380983
american_elm,0.244037579407573,1174.33704358383,6.49352167814933
american_elm,0.0689671420064881,808.525784721708,4.13802852038928
american_elm,0.037136153388109,3673.11895546381,4.23352148624442
american_elm,0.0795774715459476,461.826190839164,5.53859201959796
american_elm,0.116713624934057,529.099702450747,3.40591578216656
american_elm,0.318309886183791,1079.41410767868,4.01070456591576
american_elm,0.366056369111359,603.941740842318,4.96563422446713
american_elm,0.530516476972985,934.399846270189,9.99493042617103
american_elm,0.254647908947033,1021.75167357616,7.16197243913529
american_elm,0.169765272631355,880.285286893945,7.54394430255584
american_elm,0.35014087480217,4734.5217946295,6.81183156433312
american_elm,0.249342744177303,1347.39203231841,6.2388737692023
american_elm,0.249342744177303,1137.2502342517,4.48816939519145
american_elm,0.228122085098383,2229.70916172786,6.14338080334716
american_elm,0.249342744177303,538.370998228819,5.66591597407147
american_elm,0.376666698650819,1805.59873501411,8.78535285867262
american_elm,0.132629119243246,1076.07897503196,4.29718346348117
american_elm,0.0848826363156775,555.277363953359,4.64732433828334
american_elm,0.159154943091895,769.745600259351,7.57577529117422
american_elm,0.159154943091895,760.534179761347,7.63943726841098
american_elm,0.0583568124670283,659.047136913793,4.29718346348117
american_elm,0.0954929658551373,652.769329707109,8.33971901801532
american_elm,-0.0212206590789193,564.254968709896,5.06112719032227
american_elm,0.0583568124670285,531.101629164308,4.36084544071793
american_elm,0.159154943091895,559.867612675668,4.13802852038928
american_elm,0.169765272631355,593.094271791954,8.56253593834397
american_elm,0.32892021572325,751.287602340621,8.84901483590938
american_elm,0.244037579407573,760.032578919526,8.78535285867262
american_elm,0.180375602170815,579.095139970561,4.01070456591576
american_elm,0.228122085098383,532.503195497204,3.40591578216656
american_elm,0.122018789703786,590.29538586287,3.24676083907466
american_elm,0.307699556644331,476.690392673116,5.76140893992661
